"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"State","Oregon",,"OR",,,,6.4,89.81,7.8771,4.7563,263100,0.68886337543054,9.99163879598662,0.0383010262257697,34.7,0.0888086331447225,0.0462554168175015,77
"State","Pennsylvania",,"PA",,,,1.6,82.06,8.8267,3.6411,152000,0.131752305665349,1.13107119095143,0.0149342105263157,28.7,0.132700000846174,0.0483065004035325,112
"State","Rhode Island",,"RI",,,,3,75.94,7.2019,4.3131,229100,0.526546731022378,3.94736842105263,0.0340419030990833,42.2,0.15227281597576,0.0561703358364075,111
"State","South Carolina",,"SC",,,,1.4,76.63,9.3408,3.103,135100,0.148257968865827,2.73764258555133,0.027720207253886,36.7,0.126592703350879,0.0500215956550187,119
"State","South Dakota",,"SD",,,,10,,,,174500,0.345025876940771,13.5328562134027,,8.7,0.0960165630535205,0.0112106507117507,
"State","Tennessee",,"TN",,,,5.6,83.4,,,130100,0.30840400925212,3.83080606544294,0.0362720983858571,49.8,0.130069926709116,0.0283741345810648,103
"State","Texas",,"TX",,,,9,89.12,,,151700,0.397088021178028,8.20256776034237,0.0456624917600528,37.5,0.0819460424258414,0.0219254421863602,76
"State","Utah",,"UT",,,,7,83.02,,,222100,0.406871609403255,5.91320934668574,0.0467041873030167,33.6,0.162004332949875,0.0182526732573478,80
"State","Virginia",,"VA",,,,4.8,78.77,4.8876,1.8243,232000,0.215982721382289,1.08932461873638,0.00943965517241385,14.5,0.150786442330875,0.0277317434392384,98
"State","Vermont",,"VT",,,,8.2,92.22,2.3966,0.9011,218300,-0.182898948331047,-0.365130077590141,0.0421942281264316,21.5,,,129
"State","Washington",,"WA",,,,7.2,89.15,6.8105,3.4292,286300,0.597329585382994,9.23311713086608,0.0510583304226335,36.2,0.106468729394489,0.0367920580786563,74
"State","Wisconsin",,"WI",,,,5,75.87,3.8706,1.3611,156800,0.0638162093171666,3.43007915567282,0.0292474489795918,25.6,0.135819218652556,0.031677777868676,108
"State","West Virginia",,"WV",,,,7.8,83.94,4.3123,1.128,93000,0.431965442764579,-1.16896918172157,0.0304301075268818,3.7,0.147985447754243,0.0231932999663267,129
"State","Wyoming",,"WY",,,,8.8,93.15,,,192500,0.051975051975052,3.99783900594273,0.0382077922077921,11,,,75
